Segment,Day,From,To,AvgSpeed,BusCount
Shaul4,18,16:15:00,16:30:00,8.019480685888553,20
Shaul1,18,16:30:00,16:45:00,15.100779690001138,18
Shaul2,18,16:30:00,16:45:00,10.371755810704673,16
Shaul3,18,16:30:00,16:45:00,5.992911036992531,7
Shaul4,18,16:30:00,16:45:00,7.217532617299697,17
Shaul1,18,16:45:00,17:00:00,16.436222791837974,12
Shaul2,18,16:45:00,17:00:00,10.721241266312102,19
Shaul3,18,16:45:00,17:00:00,3.9952740246616876,13
Shaul4,18,16:45:00,17:00:00,8.935992764275818,18
Shaul1,18,17:00:00,17:15:00,12.72780002442953,24
Shaul2,18,17:00:00,17:15:00,7.263528012241306,28
Shaul3,18,17:00:00,17:15:00,5.393619933293278,7
Shaul4,18,17:00:00,17:15:00,9.623376823066263,16
Shaul1,18,17:15:00,17:30:00,16.395132234858377,28
Shaul2,18,17:15:00,17:30:00,24.103376179806634,24
Shaul3,18,17:15:00,17:30:00,0,10
Shaul4,18,17:15:00,17:30:00,9.623376823066263,18
Shaul1,18,17:30:00,17:45:00,19.19956274871573,16
Shaul2,18,17:30:00,17:45:00,15.338512114422404,14
Shaul3,18,17:30:00,17:45:00,0,5
Shaul4,18,17:30:00,17:45:00,9.623376823066263,12
Shaul1,18,17:45:00,18:00:00,16.892960136726547,20
Shaul2,18,17:45:00,18:00:00,10.830867737939085,13
Shaul3,18,17:45:00,18:00:00,0,2
Shaul4,18,17:45:00,18:00:00,7.217532617299697,13
Shaul1,18,18:00:00,18:15:00,20.395858282598937,26
Shaul2,18,18:00:00,18:15:00,26.294592196152685,24
Shaul3,18,18:00:00,18:15:00,0,5
Shaul4,18,18:00:00,18:15:00,9.623376823066263,16
Shaul1,18,18:15:00,18:30:00,18.87597461250142,15
Shaul2,18,18:15:00,18:30:00,26.294592196152692,13
Shaul3,18,18:15:00,18:30:00,0,6
Shaul4,18,18:15:00,18:30:00,5.880952502984939,11
Shaul1,18,18:30:00,18:45:00,18.768111900429986,18
Shaul2,18,18:30:00,18:45:00,16.277604692856425,17
Shaul3,18,18:30:00,18:45:00,0,7
Shaul4,18,18:30:00,18:45:00,6.415584548710842,14
Shaul1,18,18:45:00,19:00:00,17.258033931429875,21
Shaul2,18,18:45:00,19:00:00,26.294592196152692,17
Shaul3,18,18:45:00,19:00:00,0,9
Shaul4,18,18:45:00,19:00:00,9.623376823066263,12
Shaul1,18,19:00:00,19:15:00,21.033228853930154,17
Shaul2,18,19:00:00,19:15:00,26.29459219615269,19
Shaul3,18,19:00:00,19:15:00,0,4
Shaul4,18,19:00:00,19:15:00,9.623376823066263,15
Shaul1,18,19:15:00,19:30:00,19.595059359644335,18
Shaul2,18,19:15:00,19:30:00,26.294592196152692,12
Shaul3,18,19:15:00,19:30:00,0,5
Shaul4,18,19:15:00,19:30:00,5.453246866404216,15
Shaul1,18,19:30:00,19:45:00,24.037975833063033,17
Shaul2,18,19:30:00,19:45:00,26.294592196152692,13
Shaul3,18,19:30:00,19:45:00,0,2
Shaul4,18,19:30:00,19:45:00,9.623376823066263,10
Shaul1,18,19:45:00,20:00:00,25.887050897144807,19
Shaul2,18,19:45:00,20:00:00,24.416407039284643,15
Shaul3,18,19:45:00,20:00:00,0,4
Shaul4,18,19:45:00,20:00:00,6.8165585830052695,11
Shaul1,18,20:00:00,20:15:00,19.415288172858606,11
Shaul2,18,20:00:00,20:15:00,26.294592196152692,8
Shaul3,18,20:00:00,20:15:00,0,8
Shaul4,18,20:00:00,20:15:00,8.248608705485369,14
Shaul1,18,20:15:00,20:30:00,25.887050897144807,12
Shaul2,18,20:15:00,20:30:00,26.294592196152692,13
Shaul3,18,20:15:00,20:30:00,0,6
Shaul4,18,20:15:00,20:30:00,8.340259913324095,12
Shaul1,18,20:30:00,20:45:00,25.887050897144807,15
Shaul2,18,20:30:00,20:45:00,26.29459219615269,13
Shaul3,18,20:30:00,20:45:00,0,7
Shaul4,18,20:30:00,20:45:00,8.019480685888553,13
Shaul1,18,20:45:00,21:00:00,25.887050897144807,13
Shaul2,18,20:45:00,21:00:00,0,8
Shaul3,18,20:45:00,21:00:00,0,5
Shaul4,18,20:45:00,21:00:00,8.019480685888553,8
Shaul1,18,21:00:00,21:15:00,25.887050897144807,12
Shaul2,18,21:00:00,21:15:00,26.294592196152692,9
Shaul3,18,21:00:00,21:15:00,0,2
Shaul4,18,21:00:00,21:15:00,8.019480685888553,9
Shaul1,18,21:15:00,21:30:00,25.887050897144807,5
Shaul2,18,21:15:00,21:30:00,26.294592196152692,8
Shaul3,18,21:15:00,21:30:00,0,2
Shaul4,18,21:15:00,21:30:00,0,8
Shaul1,18,21:30:00,21:45:00,25.887050897144807,14
Shaul2,18,21:30:00,21:45:00,26.294592196152692,12
Shaul3,18,21:30:00,21:45:00,0,3
Shaul4,18,21:30:00,21:45:00,9.623376823066263,9
Shaul1,18,21:45:00,22:00:00,25.887050897144807,11
Shaul2,18,21:45:00,22:00:00,26.294592196152692,8
Shaul3,18,21:45:00,22:00:00,0,4
Shaul4,18,21:45:00,22:00:00,8.019480685888553,7
Shaul1,18,22:00:00,22:15:00,25.887050897144807,9
Shaul2,18,22:00:00,22:15:00,26.294592196152692,4
Shaul3,18,22:00:00,22:15:00,0,1
Shaul4,18,22:00:00,22:15:00,9.623376823066263,6
Shaul1,18,22:15:00,22:30:00,25.887050897144807,9
Shaul2,18,22:15:00,22:30:00,26.294592196152692,7
Shaul3,18,22:15:00,22:30:00,0,4
Shaul4,18,22:15:00,22:30:00,9.623376823066263,5
Shaul1,18,22:30:00,22:45:00,25.887050897144807,12
Shaul2,18,22:30:00,22:45:00,26.294592196152692,7
Shaul3,18,22:30:00,22:45:00,0,3
Shaul4,18,22:30:00,22:45:00,9.623376823066263,5
Shaul1,18,22:45:00,23:00:00,0,4
Shaul2,18,22:45:00,23:00:00,0,6
Shaul3,18,22:45:00,23:00:00,0,3
Shaul4,18,22:45:00,23:00:00,7.217532617299697,4
Shaul1,18,23:00:00,23:15:00,25.887050897144807,9
Shaul2,18,23:00:00,23:15:00,26.294592196152692,7
Shaul3,18,23:00:00,23:15:00,0,4
Shaul4,18,23:00:00,23:15:00,9.623376823066263,8
Shaul1,18,23:15:00,23:30:00,0,5
Shaul2,18,23:15:00,23:30:00,13.147296098076346,6
Shaul3,18,23:15:00,23:30:00,0,2
Shaul4,18,23:15:00,23:30:00,9.623376823066263,4
Shaul1,18,23:30:00,23:45:00,25.887050897144807,8
Shaul2,18,23:30:00,23:45:00,0,8
Shaul3,18,23:30:00,23:45:00,0,5
Shaul4,18,23:30:00,23:45:00,0,3
Shaul1,18,23:45:00,23:55:00,25.887050897144807,4
Shaul2,18,23:45:00,23:55:00,26.294592196152692,4
Shaul3,18,23:45:00,23:55:00,0,1
Shaul4,18,23:45:00,23:55:00,9.623376823066263,3
Shaul1,19,00:00:00,00:15:00,0,4
Shaul2,19,00:00:00,00:15:00,26.294592196152692,5
Shaul4,19,00:00:00,00:15:00,0,2
Shaul1,19,00:15:00,00:30:00,0,3
Shaul2,19,00:15:00,00:30:00,0,2
Shaul4,19,00:15:00,00:30:00,9.623376823066263,1
Shaul1,19,00:30:00,00:45:00,25.887050897144807,4
Shaul2,19,00:30:00,00:45:00,26.294592196152692,2
Shaul3,19,00:30:00,00:45:00,0,2
Shaul4,19,00:30:00,00:45:00,0,1
Shaul1,19,00:45:00,01:00:00,0,1
Shaul2,19,05:00:00,05:15:00,0,1
Shaul1,19,05:15:00,05:30:00,0,3
Shaul2,19,05:15:00,05:30:00,0,3
Shaul3,19,05:15:00,05:30:00,0,1
Shaul1,19,05:30:00,05:45:00,0,8
Shaul2,19,05:30:00,05:45:00,0,7
Shaul3,19,05:30:00,05:45:00,0,1
Shaul4,19,05:30:00,05:45:00,9.623376823066263,7
Shaul1,19,05:45:00,06:00:00,25.887050897144807,9
Shaul2,19,05:45:00,06:00:00,0,6
Shaul3,19,05:45:00,06:00:00,0,1
Shaul4,19,05:45:00,06:00:00,0,5
Shaul1,19,06:00:00,06:15:00,25.887050897144807,13
Shaul2,19,06:00:00,06:15:00,26.294592196152692,8
Shaul3,19,06:00:00,06:15:00,0,2
Shaul4,19,06:00:00,06:15:00,7.217532617299697,9
Shaul1,19,06:15:00,06:30:00,25.887050897144807,17
Shaul2,19,06:15:00,06:30:00,26.294592196152692,10
Shaul3,19,06:15:00,06:30:00,0,3
Shaul4,19,06:15:00,06:30:00,0,9
Shaul1,19,06:30:00,06:45:00,25.887050897144807,18
Shaul2,19,06:30:00,06:45:00,26.294592196152692,13
Shaul4,19,06:30:00,06:45:00,9.623376823066263,14
Shaul1,19,06:45:00,07:00:00,25.887050897144807,10
Shaul2,19,06:45:00,07:00:00,26.294592196152692,20
Shaul3,19,06:45:00,07:00:00,0,8
Shaul4,19,06:45:00,07:00:00,0,17
Shaul1,19,07:00:00,07:15:00,23.298345807430326,27
Shaul2,19,07:00:00,07:15:00,26.294592196152692,24
Shaul3,19,07:00:00,07:15:00,0,6
Shaul4,19,07:00:00,07:15:00,9.623376823066263,19
Shaul1,19,07:15:00,07:30:00,25.887050897144807,21
Shaul2,19,07:15:00,07:30:00,26.294592196152692,19
Shaul3,19,07:15:00,07:30:00,0,6
Shaul4,19,07:15:00,07:30:00,5.453246866404215,29
Shaul1,19,07:30:00,07:45:00,25.88705089714481,28
Shaul2,19,07:30:00,07:45:00,26.294592196152692,22
Shaul3,19,07:30:00,07:45:00,0,9
Shaul4,19,07:30:00,07:45:00,9.623376823066263,21
Shaul1,19,07:45:00,08:00:00,24.161247504001818,25
Shaul2,19,07:45:00,08:00:00,26.29459219615268,24
Shaul3,19,07:45:00,08:00:00,0,5
Shaul4,19,07:45:00,08:00:00,8.248608705485367,20
Shaul1,19,08:00:00,08:15:00,25.024149200573323,25
Shaul2,19,08:00:00,08:15:00,26.294592196152685,21
Shaul3,19,08:00:00,08:15:00,0,5
Shaul4,19,08:00:00,08:15:00,9.623376823066263,21
Shaul1,19,08:15:00,08:30:00,23.42161747836911,23
Shaul2,19,08:15:00,08:30:00,26.294592196152685,23
Shaul3,19,08:15:00,08:30:00,0,5
Shaul4,19,08:15:00,08:30:00,7.217532617299697,21
Shaul1,19,08:30:00,08:45:00,25.887050897144807,21
Shaul2,19,08:30:00,08:45:00,24.83378151858865,24
Shaul3,19,08:30:00,08:45:00,0,8
Shaul4,19,08:30:00,08:45:00,9.623376823066263,16
Shaul1,19,08:45:00,09:00:00,22.003993262573086,22
Shaul2,19,08:45:00,09:00:00,23.007768171633607,16
Shaul3,19,08:45:00,09:00:00,0,4
Shaul4,19,08:45:00,09:00:00,8.019480685888553,24
Shaul1,19,09:00:00,09:15:00,24.592698352287563,22
Shaul2,19,09:00:00,09:15:00,26.29459219615269,17
Shaul3,19,09:00:00,09:15:00,0,6
Shaul4,19,09:00:00,09:15:00,8.019480685888553,16
Shaul1,19,09:15:00,09:30:00,24.710366765456403,27
Shaul2,19,09:15:00,09:30:00,24.651180183893146,21
Shaul3,19,09:15:00,09:30:00,5.992911036992531,7
Shaul4,19,09:15:00,09:30:00,9.623376823066263,21
Shaul1,19,09:30:00,09:45:00,25.88705089714481,22
Shaul2,19,09:30:00,09:45:00,26.294592196152692,21
Shaul3,19,09:30:00,09:45:00,0,7
Shaul4,19,09:30:00,09:45:00,7.6987014584530105,21
Shaul1,19,09:45:00,10:00:00,15.819864437144048,9
Shaul2,19,09:45:00,10:00:00,0,6
Shaul4,19,09:45:00,10:00:00,9.623376823066263,8
Shaul1,19,10:00:00,10:15:00,21.57254241428734,5
Shaul2,19,10:00:00,10:15:00,26.294592196152692,4
Shaul4,19,10:00:00,10:15:00,7.217532617299697,5
Shaul1,19,10:15:00,10:30:00,25.887050897144807,21
Shaul2,19,10:15:00,10:30:00,26.294592196152692,17
Shaul3,19,10:15:00,10:30:00,0,8
Shaul4,19,10:15:00,10:30:00,0,14
Shaul1,19,10:30:00,10:45:00,24.448881402858987,20
Shaul2,19,10:30:00,10:45:00,26.294592196152685,17
Shaul3,19,10:30:00,10:45:00,0,5
Shaul4,19,10:30:00,10:45:00,8.661039140759637,18
Shaul1,19,10:45:00,11:00:00,25.887050897144807,18
Shaul2,19,10:45:00,11:00:00,26.294592196152692,15
Shaul3,19,10:45:00,11:00:00,0,3
Shaul4,19,10:45:00,11:00:00,9.623376823066263,18
Shaul1,19,11:00:00,11:15:00,24.448881402858984,22
Shaul2,19,11:00:00,11:15:00,26.29459219615269,15
Shaul3,19,11:00:00,11:15:00,0,10
Shaul4,19,11:00:00,11:15:00,7.4848486401626495,21
Shaul1,19,11:15:00,11:30:00,22.651169535001706,17
Shaul2,19,11:15:00,11:30:00,26.294592196152692,13
Shaul3,19,11:15:00,11:30:00,0,5
Shaul4,19,11:15:00,11:30:00,8.420454720182981,18
Shaul1,19,11:30:00,11:45:00,22.651169535001706,18
Shaul2,19,11:30:00,11:45:00,24.416407039284643,16
Shaul3,19,11:30:00,11:45:00,0,5
Shaul4,19,11:30:00,11:45:00,8.248608705485369,20
Shaul1,19,11:45:00,12:00:00,22.29162716143025,20
Shaul2,19,11:45:00,12:00:00,24.979862586345053,20
Shaul3,19,11:45:00,12:00:00,0,3
Shaul4,19,11:45:00,12:00:00,7.217532617299697,19
Shaul1,19,12:00:00,12:15:00,23.298345807430326,18
Shaul2,19,12:00:00,12:15:00,26.294592196152685,18
Shaul3,19,12:00:00,12:15:00,0,3
Shaul4,19,12:00:00,12:15:00,8.019480685888553,19
Shaul1,19,12:15:00,12:30:00,24.037975833063033,18
Shaul2,19,12:15:00,12:30:00,23.665132976537414,19
Shaul3,19,12:15:00,12:30:00,0,8
Shaul4,19,12:15:00,12:30:00,6.014610514416415,14
Shaul1,19,12:30:00,12:45:00,23.01071190857316,17
Shaul2,19,12:30:00,12:45:00,23.66513297653742,13
Shaul3,19,12:30:00,12:45:00,0,5
Shaul4,19,12:30:00,12:45:00,9.623376823066263,14
Shaul1,19,12:45:00,13:00:00,24.26911021607326,15
Shaul2,19,12:45:00,13:00:00,26.294592196152692,15
Shaul3,19,12:45:00,13:00:00,5.992911036992531,2
Shaul4,19,12:45:00,13:00:00,8.420454720182981,14
Shaul1,19,13:00:00,13:15:00,25.887050897144807,13
Shaul2,19,13:00:00,13:15:00,23.0077681716336,13
Shaul3,19,13:00:00,13:15:00,0,3
Shaul4,19,13:00:00,13:15:00,8.661039140759637,10
Shaul1,19,13:15:00,13:30:00,25.88705089714481,19
Shaul2,19,13:15:00,13:30:00,20.650550941927992,22
Shaul3,19,13:15:00,13:30:00,0,7
Shaul4,19,13:15:00,13:30:00,7.217532617299698,21
Shaul1,19,13:30:00,13:45:00,22.749226545975738,20
Shaul2,19,13:30:00,13:45:00,23.73817351041562,19
Shaul3,19,13:30:00,13:45:00,0,7
Shaul4,19,13:30:00,13:45:00,4.811688411533131,13
Shaul1,19,13:45:00,14:00:00,22.651169535001706,14
Shaul2,19,13:45:00,14:00:00,23.66513297653742,13
Shaul3,19,13:45:00,14:00:00,0,4
Shaul4,19,13:45:00,14:00:00,4.918614820678312,13
Shaul1,19,14:00:00,14:15:00,17.25803393142987,16
Shaul2,19,14:00:00,14:15:00,26.294592196152685,19
Shaul3,19,14:00:00,14:15:00,0,4
Shaul4,19,14:00:00,14:15:00,9.623376823066263,13
Shaul1,19,14:15:00,14:30:00,21.572542414287337,16
Shaul2,19,14:15:00,14:30:00,26.294592196152692,11
Shaul3,19,14:15:00,14:30:00,0,2
Shaul4,19,14:15:00,14:30:00,4.811688411533131,9
Shaul1,19,14:30:00,14:45:00,21.18031437039121,21
Shaul2,19,14:30:00,14:45:00,24.103376179806634,17
Shaul3,19,14:30:00,14:45:00,0,4
Shaul4,19,14:30:00,14:45:00,8.82142875447741,11
Shaul1,19,14:45:00,15:00:00,18.33666105214424,18
Shaul2,19,14:45:00,15:00:00,22.53822188241659,16
Shaul3,19,14:45:00,15:00:00,0,2
Shaul4,19,14:45:00,15:00:00,8.019480685888553,17
Shaul1,19,15:00:00,15:15:00,20.576886610551,22
Shaul2,19,15:00:00,15:15:00,22.642565502242594,20
Shaul3,19,15:00:00,15:15:00,0,7
Shaul4,19,15:00:00,15:15:00,7.217532617299697,14
Shaul1,19,15:15:00,15:30:00,12.943525448572403,1
Shaul2,19,15:15:00,15:30:00,0,2
Shaul4,19,15:15:00,15:30:00,0,1
Shaul1,19,15:30:00,15:45:00,19.415288172858606,5
Shaul2,19,15:30:00,15:45:00,14.462025707883981,7
Shaul3,19,15:30:00,15:45:00,0,2
Shaul4,19,15:30:00,15:45:00,9.623376823066263,8
Shaul1,19,15:45:00,16:00:00,23.42161747836911,15
Shaul2,19,15:45:00,16:00:00,11.124334168699718,14
Shaul3,19,15:45:00,16:00:00,0,2
Shaul4,19,15:45:00,16:00:00,0,7
Shaul1,19,16:00:00,16:15:00,14.02215256928677,21
Shaul2,19,16:00:00,16:15:00,14.228295999473733,24
Shaul3,19,16:00:00,16:15:00,0,7
Shaul4,19,16:00:00,16:15:00,8.661039140759636,23
Shaul1,19,16:15:00,16:30:00,16.641675576735953,20
Shaul2,19,16:15:00,16:30:00,23.665132976537425,17
Shaul3,19,16:15:00,16:30:00,0,5
Shaul4,19,16:15:00,16:30:00,8.420454720182981,17
Shaul1,19,16:30:00,16:45:00,18.04249001922214,15
Shaul2,19,16:30:00,16:45:00,25.198984187979658,19
Shaul3,19,16:30:00,16:45:00,0,8
Shaul4,19,16:30:00,16:45:00,9.623376823066263,15
Shaul1,19,16:45:00,17:00:00,17.25803393142987,19
Shaul2,19,16:45:00,17:00:00,26.29459219615269,13
Shaul3,19,16:45:00,17:00:00,0,5
Shaul4,19,16:45:00,17:00:00,6.736363776146385,17
Shaul1,19,17:00:00,17:15:00,22.051932245715953,27
Shaul2,19,17:00:00,17:15:00,26.294592196152685,20
Shaul3,19,17:00:00,17:15:00,0,7
Shaul4,19,17:00:00,17:15:00,8.019480685888553,21
Shaul1,19,17:15:00,17:30:00,22.33392626420337,28
Shaul2,19,17:15:00,17:30:00,26.294592196152685,25
Shaul3,19,17:15:00,17:30:00,0,4
Shaul4,19,17:15:00,17:30:00,8.420454720182981,26
Shaul1,19,17:30:00,17:45:00,25.887050897144807,12
Shaul2,19,17:30:00,17:45:00,26.29459219615269,11
Shaul3,19,17:30:00,17:45:00,0,4
Shaul4,19,17:30:00,17:45:00,7.217532617299697,17
Shaul1,19,17:45:00,18:00:00,15.91574240342977,19
Shaul2,19,17:45:00,18:00:00,26.294592196152685,14
Shaul3,19,17:45:00,18:00:00,0,6
Shaul4,19,17:45:00,18:00:00,7.217532617299698,20
Shaul1,19,18:00:00,18:15:00,16.39513223485838,24
Shaul2,19,18:00:00,18:15:00,21.71295870742911,18
Shaul3,19,18:00:00,18:15:00,0,5
Shaul4,19,18:00:00,18:15:00,7.618506651594124,16
Shaul1,19,18:15:00,18:30:00,18.552386476287115,22
Shaul2,19,18:15:00,18:30:00,26.294592196152685,16
Shaul3,19,18:15:00,18:30:00,0,6
Shaul4,19,18:15:00,18:30:00,7.217532617299697,17
Shaul1,19,18:30:00,18:45:00,21.572542414287344,20
Shaul2,19,18:30:00,18:45:00,24.416407039284643,15
Shaul3,19,18:30:00,18:45:00,0,4
Shaul4,19,18:30:00,18:45:00,8.420454720182981,11
Shaul1,19,18:45:00,19:00:00,20.85345766714443,24
Shaul2,19,18:45:00,19:00:00,23.66513297653742,20
Shaul3,19,18:45:00,19:00:00,0,7
Shaul4,19,18:45:00,19:00:00,6.415584548710842,16
Shaul1,19,19:00:00,19:15:00,25.88705089714481,15
Shaul2,19,19:00:00,19:15:00,24.651180183893146,16
Shaul3,19,19:00:00,19:15:00,0,7
Shaul4,19,19:00:00,19:15:00,7.6987014584530105,17
Shaul1,19,19:15:00,19:30:00,22.651169535001706,17
Shaul2,19,19:15:00,19:30:00,21.912160163460573,13
Shaul3,19,19:15:00,19:30:00,0,4
Shaul4,19,19:15:00,19:30:00,6.415584548710842,12
Shaul1,19,19:30:00,19:45:00,24.710366765456403,19
Shaul2,19,19:30:00,19:45:00,26.294592196152692,14
Shaul3,19,19:30:00,19:45:00,0,6
Shaul4,19,19:30:00,19:45:00,6.682900571573793,17
Shaul1,19,19:45:00,20:00:00,12.943525448572403,11
Shaul2,19,19:45:00,20:00:00,26.294592196152692,10
Shaul3,19,19:45:00,20:00:00,0,6
Shaul4,19,19:45:00,20:00:00,0,8
Shaul1,19,20:00:00,20:15:00,25.887050897144807,15
Shaul2,19,20:00:00,20:15:00,26.294592196152692,11
Shaul3,19,20:00:00,20:15:00,0,5
Shaul4,19,20:00:00,20:15:00,8.420454720182981,10
Shaul1,19,20:15:00,20:30:00,25.887050897144807,11
Shaul2,19,20:15:00,20:30:00,26.294592196152692,12
Shaul3,19,20:15:00,20:30:00,0,6
Shaul4,19,20:15:00,20:30:00,9.623376823066263,15
Shaul1,19,20:30:00,20:45:00,23.298345807430326,18
Shaul2,19,20:30:00,20:45:00,26.294592196152692,15
Shaul3,19,20:30:00,20:45:00,0,7
Shaul4,19,20:30:00,20:45:00,9.623376823066263,13
Shaul1,19,20:45:00,21:00:00,25.887050897144807,12
Shaul2,19,20:45:00,21:00:00,0,10
Shaul3,19,20:45:00,21:00:00,0,5
Shaul4,19,20:45:00,21:00:00,8.420454720182981,10
Shaul1,19,21:00:00,21:15:00,25.887050897144807,16
Shaul2,19,21:00:00,21:15:00,26.294592196152692,12
Shaul3,19,21:00:00,21:15:00,0,5
Shaul4,19,21:00:00,21:15:00,6.415584548710842,13
Shaul1,19,21:15:00,21:30:00,0,5
Shaul2,19,21:15:00,21:30:00,26.294592196152692,3
Shaul3,19,21:15:00,21:30:00,0,2
Shaul4,19,21:15:00,21:30:00,9.623376823066263,9
Shaul1,19,21:30:00,21:45:00,19.415288172858606,10
Shaul2,19,21:30:00,21:45:00,0,8
Shaul3,19,21:30:00,21:45:00,0,1
Shaul4,19,21:30:00,21:45:00,9.623376823066263,8
Shaul1,19,21:45:00,22:00:00,25.887050897144807,12
Shaul2,19,21:45:00,22:00:00,21.912160163460573,10
Shaul3,19,21:45:00,22:00:00,0,1
Shaul4,19,21:45:00,22:00:00,7.217532617299697,7
Shaul1,19,22:00:00,22:15:00,25.887050897144807,9
Shaul2,19,22:00:00,22:15:00,26.294592196152692,5
Shaul4,19,22:00:00,22:15:00,0,7
Shaul1,19,22:15:00,22:30:00,25.887050897144807,9
Shaul2,19,22:15:00,22:30:00,26.294592196152692,9
Shaul3,19,22:15:00,22:30:00,0,3
Shaul4,19,22:15:00,22:30:00,9.623376823066263,7
Shaul1,19,22:30:00,22:45:00,25.887050897144807,8
Shaul2,19,22:30:00,22:45:00,23.007768171633604,7
Shaul3,19,22:30:00,22:45:00,0,3
Shaul4,19,22:30:00,22:45:00,9.623376823066263,9
Shaul1,19,22:45:00,23:00:00,25.887050897144807,6
Shaul2,19,22:45:00,23:00:00,26.294592196152692,3
Shaul3,19,22:45:00,23:00:00,0,2
Shaul4,19,22:45:00,23:00:00,4.811688411533131,6
Shaul1,19,23:00:00,23:15:00,0,10
Shaul2,19,23:00:00,23:15:00,26.294592196152692,4
Shaul3,19,23:00:00,23:15:00,0,4
Shaul4,19,23:00:00,23:15:00,4.811688411533131,5
Shaul1,19,23:15:00,23:30:00,25.887050897144807,6
Shaul2,19,23:15:00,23:30:00,26.294592196152692,4
Shaul4,19,23:15:00,23:30:00,9.623376823066263,7
Shaul1,19,23:30:00,23:45:00,0,7
Shaul2,19,23:30:00,23:45:00,23.007768171633604,7
Shaul3,19,23:30:00,23:45:00,0,2
Shaul4,19,23:30:00,23:45:00,9.623376823066263,7
Shaul1,19,23:45:00,23:59:00,0,3
Shaul2,19,23:45:00,23:59:00,26.294592196152692,2
Shaul4,19,23:45:00,23:59:00,0,4
Shaul1,17,00:00:00,00:15:00,25.887050897144807,6
Shaul2,17,00:00:00,00:15:00,0,4
Shaul3,17,00:00:00,00:15:00,0,1
Shaul4,17,00:00:00,00:15:00,0,3
Shaul1,17,00:15:00,00:30:00,0,6
Shaul2,17,00:15:00,00:30:00,26.294592196152692,4
Shaul3,17,00:15:00,00:30:00,0,3
Shaul4,17,00:15:00,00:30:00,0,3
Shaul1,17,00:30:00,00:45:00,0,3
Shaul2,17,00:30:00,00:45:00,0,2
Shaul4,17,00:30:00,00:45:00,0,1
Shaul1,17,05:00:00,05:15:00,0,1
Shaul2,17,05:00:00,05:15:00,0,1
Shaul3,17,05:00:00,05:15:00,0,1
Shaul1,17,05:15:00,05:30:00,0,3
Shaul2,17,05:15:00,05:30:00,0,3
Shaul3,17,05:15:00,05:30:00,0,1
Shaul4,17,05:15:00,05:30:00,0,2
Shaul1,17,05:30:00,05:45:00,0,11
Shaul2,17,05:30:00,05:45:00,26.294592196152692,5
Shaul3,17,05:30:00,05:45:00,0,3
Shaul4,17,05:30:00,05:45:00,9.623376823066263,6
Shaul1,17,05:45:00,06:00:00,0,9
Shaul2,17,05:45:00,06:00:00,0,8
Shaul3,17,05:45:00,06:00:00,0,1
Shaul4,17,05:45:00,06:00:00,0,8
Shaul1,17,06:00:00,06:15:00,19.415288172858606,15
Shaul2,17,06:00:00,06:15:00,26.294592196152692,11
Shaul3,17,06:00:00,06:15:00,0,5
Shaul4,17,06:00:00,06:15:00,9.623376823066263,11
Shaul1,17,06:15:00,06:30:00,25.887050897144807,16
Shaul2,17,06:15:00,06:30:00,0,14
Shaul3,17,06:15:00,06:30:00,0,1
Shaul4,17,06:15:00,06:30:00,9.623376823066263,10
Shaul1,17,06:30:00,06:45:00,25.887050897144807,15
Shaul2,17,06:30:00,06:45:00,26.294592196152692,14
Shaul3,17,06:30:00,06:45:00,0,6
Shaul4,17,06:30:00,06:45:00,9.623376823066263,21
Shaul1,17,06:45:00,07:00:00,19.415288172858606,15
Shaul2,17,06:45:00,07:00:00,26.294592196152692,22
Shaul3,17,06:45:00,07:00:00,0,4
Shaul4,17,06:45:00,07:00:00,4.811688411533131,18
Shaul1,17,07:00:00,07:15:00,23.729796655716072,21
Shaul2,17,07:00:00,07:15:00,26.294592196152692,21
Shaul3,17,07:00:00,07:15:00,0,5
Shaul4,17,07:00:00,07:15:00,0,20
Shaul1,17,07:15:00,07:30:00,24.448881402858984,26
Shaul2,17,07:15:00,07:30:00,26.294592196152692,24
Shaul3,17,07:15:00,07:30:00,0,10
Shaul4,17,07:15:00,07:30:00,8.420454720182981,25
Shaul1,17,07:30:00,07:45:00,22.356998502079605,21
Shaul2,17,07:30:00,07:45:00,26.294592196152692,15
Shaul3,17,07:30:00,07:45:00,0,5
Shaul4,17,07:30:00,07:45:00,8.420454720182981,17
Shaul1,17,07:45:00,08:00:00,24.037975833063033,23
Shaul2,17,07:45:00,08:00:00,26.29459219615269,26
Shaul3,17,07:45:00,08:00:00,0,4
Shaul4,17,07:45:00,08:00:00,9.623376823066263,18
Shaul1,17,08:00:00,08:15:00,24.448881402858984,24
Shaul2,17,08:00:00,08:15:00,26.294592196152685,25
Shaul3,17,08:00:00,08:15:00,0,9
Shaul4,17,08:00:00,08:15:00,9.623376823066263,19
Shaul1,17,08:15:00,08:30:00,25.887050897144807,18
Shaul2,17,08:15:00,08:30:00,24.651180183893146,20
Shaul3,17,08:15:00,08:30:00,0,8
Shaul4,17,08:15:00,08:30:00,9.623376823066263,20
Shaul1,17,08:30:00,08:45:00,21.033228853930158,18
Shaul2,17,08:30:00,08:45:00,26.294592196152692,19
Shaul3,17,08:30:00,08:45:00,0,8
Shaul4,17,08:30:00,08:45:00,7.7521646630256,19
Shaul1,17,08:45:00,09:00:00,25.88705089714481,16
Shaul2,17,08:45:00,09:00:00,26.294592196152692,13
Shaul3,17,08:45:00,09:00:00,0,8
